workspace_id,name,department,executive_sponsor,submitted_by,contact_email,description,driver,value,users,align,justif,maturity,spend,volume,pain,tools,sources,dataavail,integrations,realtime,technotes,sensitivity,autonomy,pii,audit,adoption,change,delivery,addnotes,stage,status,delivered_at
,Automated Procurement Specification and Policy Compliance,Data Center Group,COO,Procurement Analytics,askhr@intel.com,Automate specification management; ensure procurement policy compliance?,Working capital + service level,20-35% scrap/rework reduction,Maintenance + Ops,Asset uptime (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Statistical forecast in planning suite,"$12,000,000/yr",1.2M invoices/yr,High manual effort,QM inspection + MES,"ERP POs/invoices, contract repository",Available; MES integration effort,Vertex AI + BigQuery ML + Looker,Yes (streaming),Delivered on Document AI + reconciliation service,High,Advisory,FALSE,Yes,Medium,Medium,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,Real-Time ODM and Materials Supply Chain Visibility,HR,CFO,Reliability Engineering,askhr@intel.com,"Real-time visibility into ODM, chemical and gas supply chain performance?",Working capital + service level,60-70% helpdesk deflection,600 AP + procurement staff,Yield/quality (top AI priority),Est. annual value $22M; currently <5% of contracts audited,Delivered â€” live in production,"$6,000,000/yr",Fleet-wide equipment,High manual effort; reactive,CMMS + preventive schedules,"IoT sensors (Pub/Sub), maintenance history",Readily available & clean,Vertex AI Forecasting + BigQuery ML,No,Cross-system reconciliation; medium complexity,Medium,Supervised,FALSE,Yes,Medium,Low,Extend (scale smart),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,Automated Bailment Processing Across Business Units,Sales,COO,Quality Engineering,askhr@intel.com,Automate bailment model processing across BU and customer scope?,Working capital + service level,20-35% scrap/rework reduction,Quality + Production,Margin recovery (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Manual spot-audit of contracts vs POs,"$5,200,000/yr (pre-automation)",All production batches,Manual matching backlog,Integrated business planning suite,"IoT sensors (Pub/Sub), maintenance history",Available; sensor data quality varies,Vertex AI Forecasting + BigQuery ML,No,Custom forecasting models; high complexity,Medium,Advisory,FALSE,Yes,High,Medium,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Enterprise AI Contract Intelligence and Risk Platform,Marketing,CFO,Procurement Analytics,ap-automation@intel.com,"Enterprise contract intelligence platform providing AI-assisted contract review, redlining, clause analysis, playbook compliance validation, contract portfolio intelligence, semantic search, obligation analysis, and risk identification across contract repositories.",Working capital + service level,20-35% scrap/rework reduction,Quality + Production,Enterprise self-service (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Statistical forecast in planning suite,"$12,000,000/yr",1.2M invoices/yr,High manual effort; reactive,HCM ticketing system,"ERP, supplier portal, PO/GRN tables",Available; external ingestion effort,Vertex AI + BigQuery ML + Looker,No,Predictive models on streaming IoT; high complexity,High,Supervised,FALSE,Yes,Medium,Medium,Adopt (start simple),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,AI-Predicted SAP Release Risk and Test Scope,IT,CTO,HR Digital Team,procurement@intel.com,"Analyze transports, objects changed, historical incidents, dependencies, interfaces, and factory-critical business processes to predict release risk before deployment. Provide risk score, impacted areas, and recommended test scope.",Working capital + service level,85% touchless match rate,Planning org,Asset uptime (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Manual spot-audit of contracts vs POs,"$12,000,000/yr",Fleet-wide equipment,Manual matching backlog,QM inspection + MES,"IBP demand history, external signals, BigQuery",Available; MES integration effort,Gemini for Google Workspace; Agentspace,No,Defect prediction + RCA models; high complexity,Medium,Supervised,FALSE,Yes,High,Medium,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,Automated SAP Release Readiness Go-No-Go Assessment,Marketing,COO,Reliability Engineering,quality@intel.com,"Evaluate release readiness across transports, testing completion, defect status, security approvals, environment readiness, and business signoffs. Generate automated Go/No-Go recommendations.",Employee experience + cost-to-serve,15-25% inventory reduction,"110,000 employees",Asset uptime (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Statistical forecast in planning suite,"$12,000,000/yr","42,000 tickets/mo",High manual effort; late detection,HCM ticketing system,"ERP POs/invoices, contract repository",Available; MES integration effort,Vertex AI Forecasting + BigQuery ML,Yes (API + streaming),Delivered on Document AI + reconciliation service,Medium,Supervised,TRUE,Yes,Medium,Medium,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Automated SAP Code Security and Compliance Review,IT,CFO,Reliability Engineering,procurement@intel.com,"Review ABAP, Fiori, CDS, and integration code for performance issues, security vulnerabilities, SAP Clean Core compliance, coding standards, and documentation gaps.",Uptime + OEE,85% touchless match rate,Maintenance + Ops,Asset uptime (top AI priority),Est. annual value $22M; currently <5% of contracts audited,Post-hoc inspection + manual RCA,"$9,000,000/yr",<5% of contracts covered,Manual matching backlog,ERP + spreadsheets,"ERP POs/invoices, contract repository",Readily available & clean,Vertex AI Forecasting + BigQuery ML,Yes (batch + streaming),Custom forecasting models; high complexity,Medium,Supervised,TRUE,Yes,High,Medium,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Predictive HANA Capacity and Performance Bottleneck Analysis,Marketing,CHRO,Reliability Engineering,ap-automation@intel.com,"Analyze HANA utilization patterns, table growth, expensive SQL statements, memory consumption, and workload trends to predict future bottlenecks.",Cost-to-serve + cycle time,20-35% scrap/rework reduction,Maintenance + Ops,Supply-chain resilience (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Delivered â€” live in production,"$12,000,000/yr",All production batches,High manual effort; low accuracy,Integrated business planning suite,"IBP demand history, external signals, BigQuery",Available; external ingestion effort,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,No,Defect prediction + RCA models; high complexity,Medium,Supervised,TRUE,Yes,Medium,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,panel,,
,Pre-Provisioning Access Compliance and Security Review,Marketing,CIO,HR Digital Team,supplychain@intel.com,"Review access requests, role assignments, SoD risks, and GRC policies to identify potential compliance or security concerns before provisioning.",Working capital + service level,20-35% scrap/rework reduction,Maintenance + Ops,Finance operational excellence,Est. annual value $22M; currently <5% of contracts audited,Manual spot-audit of contracts vs POs,"$12,000,000/yr",1.2M invoices/yr,High manual effort; late detection,HCM ticketing system,"QM inspection, MES process params, BigQuery",Readily available & clean,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,Yes (streaming),Custom forecasting models; high complexity,Medium,Supervised,FALSE,Yes,High,Medium,Build (engineer it),Delivered example row â€” shows how to mark a completed use case.,intake,,
,Automated Audit Evidence Collection and Response Drafting,HR,COO,Supply Chain Planning,reliability@intel.com,"Automatically gather evidence for SOX, ITGC, user access reviews, emergency access reviews, and control audits. Draft responses and identify missing artifacts.",Cost-to-serve + cycle time,85% touchless match rate,"110,000 employees",Yield/quality (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Statistical forecast in planning suite,"$6,000,000/yr",Fleet-wide equipment,High manual effort; reactive,QM inspection + MES,"IoT sensors (Pub/Sub), maintenance history",Readily available & clean,Gemini for Google Workspace; Agentspace,No (batch + API),Predictive models on streaming IoT; high complexity,Medium,Supervised,TRUE,Yes,Medium,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,SAP Joule Consultant Knowledge and Troubleshooting Assistant,Data Center Group,CIO,Supply Chain Planning,ap-automation@intel.com,"Joule for Consultants (J4C) is a conversational assistant powered by over 12 terabytes of SAP-specific knowledge, including gated documentation, OSS Notes, and Best Practices. System integrators and Basis teams use it to troubleshoot landscape configuration, outline integration architectures, and conduct fit-gap analyses.",Employee experience + cost-to-serve,20-35% scrap/rework reduction,"110,000 employees",Yield/quality (top AI priority),Est. annual value $22M; currently <5% of contracts audited,Post-hoc inspection + manual RCA,"$6,000,000/yr",Fleet-wide equipment,High manual effort; low accuracy,ERP + spreadsheets,"ERP, supplier portal, PO/GRN tables",Readily available & clean,Vertex AI + BigQuery ML + Looker,Yes (streaming),Defect prediction + RCA models; high complexity,Medium,Supervised,TRUE,Yes,Medium,Low,Adopt (start simple),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,Unified SAP Joule Conversational Enterprise Assistant,Client Computing,CHRO,Reliability Engineering,askhr@intel.com,"Joule Base Assistant Copilot is SAP AI chatbot that integrates an enterprise SAP cloud application landscape (like Concur, Ariba, SAC, Fieldglass, IBP etc.,)  to provide unified, intelligent and conversational interface with connections to on-premise S/4HANA environment via BTP",Cost-to-serve + cycle time,2-5% contract value recovered,Procurement + AP,Supply-chain resilience (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Delivered â€” live in production,"$5,200,000/yr (pre-automation)","42,000 tickets/mo",High manual effort; late detection,HCM ticketing system,"HCM, policy docs, benefits KB",Readily available & clean,Document AI; BigQuery; ERP connector,No,Native connectors; low complexity,High,Supervised,FALSE,Yes,Medium,Medium,Build (engineer it),Delivered example row â€” shows how to mark a completed use case.,intake,,
,Conversational Purchase Requisition Approval Decision Support,IT,CEO,Procurement Analytics,procurement@intel.com,"Conversational and AI enabled user interaction in natural language to provide necessary insights on business justification, context and recommendation for decision making for purchase requisition approvals.",Margin recovery,20-35% scrap/rework reduction,"110,000 employees",Yield/quality (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Delivered â€” live in production,"$7,500,000/yr",<5% of contracts covered,High manual effort; low accuracy,Integrated business planning suite,"QM inspection, MES process params, BigQuery",Readily available & clean,Gemini for Google Workspace; Agentspace,No (batch + API),Defect prediction + RCA models; high complexity,Medium,Advisory,FALSE,Yes,Medium,Low,Adopt (start simple),Delivered example row â€” shows how to mark a completed use case.,intake,,
,SAP Build Environment for AI Skills and Agents,HR,CEO,Procurement Analytics,askhr@intel.com,"Unified IDE environment in SAP Build used by platform and development teams to create low-code, no-code and pro-code AI skills and agents that can execute multi-step reasoning and data extraction and reporting from Enterprise SAP systems.",Working capital + service level,25-40% unplanned downtime reduction,600 AP + procurement staff,Finance operational excellence,Est. annual value $40M; baseline scrap 3.8%,Post-hoc inspection + manual RCA,"$6,000,000/yr",All production batches,Very high manual effort,ERP + legacy OCR,"ERP, supplier portal, PO/GRN tables",Readily available & clean,Document AI; BigQuery; ERP connector,Yes (batch + streaming),Predictive models on streaming IoT; high complexity,Medium,Automated w/ exception review,FALSE,Yes,Medium,Medium,Build (engineer it),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
,Enterprise AI Contract Intelligence and Risk Platform 2,Data Center Group,CHRO,Quality Engineering,ap-automation@intel.com,"Enterprise contract intelligence platform providing AI-assisted contract review, redlining, clause analysis, playbook compliance validation, contract portfolio intelligence, semantic search, obligation analysis, and risk identification across contract repositories.",Cost-to-serve + cycle time,25-40% unplanned downtime reduction,600 AP + procurement staff,Yield/quality (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Delivered â€” live in production,"$5,200,000/yr (pre-automation)",Fleet-wide equipment,High manual effort; late detection,CMMS + preventive schedules,"ERP POs/invoices, contract repository",Readily available & clean,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,No (batch + API),Cross-system reconciliation; medium complexity,High,Advisory,FALSE,Yes,High,Medium,Extend (scale smart),Delivered example row â€” shows how to mark a completed use case.,intake,,
,AI Detection of High-Risk Expense Transactions,Marketing,CTO,Quality Engineering,ap-automation@intel.com,"AI/ML-based compliance and risk management solution designed to identify potentially anomalous or high-risk expense and CPC transactions for investigation by Legal, Compliance, Anti-Corruption, and Audit teams.",Cost-to-serve + cycle time,20-35% scrap/rework reduction,600 AP + procurement staff,Supply-chain resilience (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Manual HR helpdesk + ticketing,"$4,000,000/yr",Enterprise IBP demand plan,High manual effort,CMMS + preventive schedules,"IBP demand history, external signals, BigQuery",Readily available & clean,Gemini for Google Workspace; Agentspace,No (batch + API),Delivered on Document AI + reconciliation service,Medium,Supervised,FALSE,Yes,Medium,Low,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,AI-Governed Metadata Description and Lineage Automation,Marketing,COO,HR Digital Team,ap-automation@intel.com,"Create a scalable, automated AI driven framework that generates governed metadata asset description, that enables:
•	AI Data Product Readiness process acceleration.
•	Cross platform Metadata Standardization thru AI capability.
•	Automation of technical and business lineage.
•	Data Business Term to Technical Terms mapping efficiency.
•	AI Agents/AI Bots implementation to drive efficiencies.
•	Flexibility for AI prompt workflow to increase metadata description accuracy thru business domain persona.",Employee experience + cost-to-serve,85% touchless match rate,Quality + Production,Enterprise self-service (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Statistical forecast in planning suite,"$6,000,000/yr",1.2M invoices/yr,Manual matching backlog,HCM ticketing system,"ERP POs/invoices, contract repository",Available; MES integration effort,Vertex AI Forecasting + BigQuery ML,Yes (batch + streaming),Predictive models on streaming IoT; high complexity,Medium,Automated w/ exception review,TRUE,Yes,High,Low,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,panel,,
,Supply Plan Cycle-Over-Cycle Change Explanation Assistant,Sales,CHRO,Reliability Engineering,quality@intel.com,Explain the key cycle on cyle changes in supply plan,Margin recovery,60-70% helpdesk deflection,600 AP + procurement staff,Supply-chain resilience (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Statistical forecast in planning suite,"$4,000,000/yr",Fleet-wide equipment,High manual effort; reactive,CMMS + preventive schedules,"ERP POs/invoices, contract repository",Available; external ingestion effort,Vertex AI + BigQuery ML + Looker,No,Cross-system reconciliation; medium complexity,High,Supervised,FALSE,Yes,High,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,Agentic Demand Planning Forecast Explanation Assistant,Marketing,CTO,HR Digital Team,ap-automation@intel.com,"Agentic interaction experience for Demand Planners allowing for faster identification of issues, better explainability for forecast changes, and enhancements in forecast accuracy",Employee experience + cost-to-serve,85% touchless match rate,Planning org,Asset uptime (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Statistical forecast in planning suite,"$4,000,000/yr",Fleet-wide equipment,Very high manual effort,ERP + spreadsheets,"QM inspection, MES process params, BigQuery",Available; MES integration effort,Vertex AI + BigQuery ML + Looker,No,Custom forecasting models; high complexity,Medium,Advisory,FALSE,Yes,High,Medium,Build (engineer it),PII redaction layer verified before GA,intake,,
,Agentic CQU Forecasting and Planner Assistance,Client Computing,CFO,Procurement Analytics,ap-automation@intel.com,"FP&A CQU Agentic Forecasting leverages AI agents and machine learning to improve the Current Quarter Update (CQU) forecasting process by providing forecast recommendations, explaining forecast drivers and model calculations, and assisting users with data entry, planning workflows, and SAP Analytics Cloud (SAC) questions. The solution increases forecast transparency, planner productivity, and confidence in forecast outcomes.",Employee experience + cost-to-serve,25-40% unplanned downtime reduction,Maintenance + Ops,Enterprise self-service (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Manual spot-audit of contracts vs POs,"$12,000,000/yr",All production batches,Very high manual effort,CMMS + preventive schedules,"ERP, supplier portal, PO/GRN tables",Available; external ingestion effort,Vertex AI Forecasting + BigQuery ML,No,Custom forecasting models; high complexity,High,Automated w/ exception review,FALSE,Yes,Medium,Low,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,AI-Accelerated Value Delivery Without Added Headcount,Sales,COO,Quality Engineering,procurement@intel.com,"Intel IT's objective is to increase organizational delivery capacity without adding headcount by accelerating project execution, reducing coordination overhead, compressing manual delivery activities, and continuously improving how work is planned, governed, tested, and delivered across the Value Delivery Framework (VDF). ",Working capital + service level,85% touchless match rate,Planning org,Finance operational excellence,Est. annual value $40M; baseline scrap 3.8%,Post-hoc inspection + manual RCA,"$12,000,000/yr",<5% of contracts covered,Very high manual effort,CMMS + preventive schedules,"IBP demand history, external signals, BigQuery",Available; MES integration effort,Vertex AI Forecasting + BigQuery ML,Yes (API + streaming),Predictive models on streaming IoT; high complexity,Medium,Supervised,TRUE,Yes,High,Low,Build (engineer it),Delivered example row â€” shows how to mark a completed use case.,intake,,
,AI Workload Detection Across Enterprise Environments,Supply Chain,CHRO,Quality Engineering,procurement@intel.com,"Leverage existint and enhanced AI based solutions to detect AI workloads which includes MCP, AI tools, software across different environments",Yield + scrap cost,2-5% contract value recovered,Maintenance + Ops,Enterprise self-service (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Delivered â€” live in production,"$4,000,000/yr",Enterprise IBP demand plan,Manual matching backlog,CMMS + preventive schedules,"QM inspection, MES process params, BigQuery",Available across systems,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,No,Custom forecasting models; high complexity,High,Advisory,FALSE,Yes,Medium,Low,Build (engineer it),PII redaction layer verified before GA,intake,,
,AI Defender Vulnerability Prioritization and Automated Remediation,Marketing,CIO,Reliability Engineering,reliability@intel.com,"AI powered harness (AI Defender) leveraing Mythos, GPT 5.6 to enable cyber defense to prioritize EASM vulnerabilities and enforce automated remediation to drive risk reduction",Employee experience + cost-to-serve,25-40% unplanned downtime reduction,600 AP + procurement staff,Yield/quality (top AI priority),Est. annual value $22M; currently <5% of contracts audited,Manual spot-audit of contracts vs POs,"$5,200,000/yr (pre-automation)",<5% of contracts covered,High manual effort,QM inspection + MES,"QM inspection, MES process params, BigQuery",Available; external ingestion effort,Vertex AI Forecasting + BigQuery ML,Yes (API + streaming),Defect prediction + RCA models; high complexity,Medium,Advisory,TRUE,Yes,Medium,Low,Extend (scale smart),Human approval on all recovery actions; SOX control sign-off,intake,,
,Integrated AI Threat Coverage and Vulnerability Remediation,Client Computing,CFO,Reliability Engineering,ap-automation@intel.com,"Leverage integrated capabilities in the tools to expand threat coverage, automate vulnerabliity remediation and accelerate traiage of findings. Platforms with potential AI capablities include Tenable, Splunk, Wiz, Bigfix etc",Cost-to-serve + cycle time,25-40% unplanned downtime reduction,"110,000 employees",Yield/quality (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Post-hoc inspection + manual RCA,"$5,200,000/yr (pre-automation)",Fleet-wide equipment,High manual effort,ERP + spreadsheets,"ERP, supplier portal, PO/GRN tables",Available; external ingestion effort,Gemini for Google Workspace; Agentspace,Yes (batch + streaming),Custom forecasting models; high complexity,Medium,Supervised,FALSE,Yes,Medium,Low,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,AI-Powered SAST Code Vulnerability Remediation Platform,IT,CHRO,Supply Chain Planning,askhr@intel.com,"AI powered SAST solution from Semgrep remediates code to address vulnerabiliies, this enables developers to accelerate remediation of the findings from SAST",Uptime + OEE,60-70% helpdesk deflection,Maintenance + Ops,Asset uptime (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Statistical forecast in planning suite,"$7,500,000/yr",Fleet-wide equipment,High manual effort; reactive,ERP + spreadsheets,"HCM, policy docs, benefits KB",Available; MES integration effort,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,No,Native connectors; low complexity,High,Supervised,TRUE,Yes,Medium,Low,Adopt (start simple),Delivered example row â€” shows how to mark a completed use case.,intake,,
,AI-Generated Advanced Packaging FMEA Drafts Automation,Data Center Group,CTO,Supply Chain Planning,supplychain@intel.com,Enable Rev 0 Failure Mode & Effects Analysis (FMEA) drafts for Advanced Packaging Technology & Manufacturing reducing Cycle Time from 12+ weeks t< 1 week,Margin recovery,85% touchless match rate,Maintenance + Ops,Supply-chain resilience (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Manual HR helpdesk + ticketing,"$9,000,000/yr",Fleet-wide equipment,Very high manual effort,ERP + spreadsheets,"QM inspection, MES process params, BigQuery",Readily available & clean,Gemini for Google Workspace; Agentspace,No,Native connectors; low complexity,High,Automated w/ exception review,FALSE,Yes,Medium,Low,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,Scalable Agentic AI for Engineering Processes,HR,CEO,Reliability Engineering,askhr@intel.com,"Prove scale and sustainability in leveraging Agentic AI across the entire class of complex, engineering-focused, cross-functional processes in TD.",Cost-to-serve + cycle time,60-70% helpdesk deflection,"110,000 employees",Finance operational excellence,Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Manual HR helpdesk + ticketing,"$6,000,000/yr",All production batches,High manual effort; late detection,HCM ticketing system,"IBP demand history, external signals, BigQuery",Available; sensor data quality varies,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,Yes (API + streaming),Cross-system reconciliation; medium complexity,Medium,Advisory,FALSE,Yes,Medium,Medium,Build (engineer it),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
,Access Role Management and Governance Assistant,Client Computing,CIO,Procurement Analytics,quality@intel.com,Managing for accessing roles,Uptime + OEE,25-40% unplanned downtime reduction,Quality + Production,Enterprise self-service (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Delivered â€” live in production,"$5,200,000/yr (pre-automation)",Fleet-wide equipment,High manual effort; late detection,QM inspection + MES,"HCM, policy docs, benefits KB",Available across systems,Vertex AI + BigQuery ML + Looker,No (batch + API),Predictive models on streaming IoT; high complexity,Medium,Supervised,FALSE,Yes,High,Low,Adopt (start simple),Human approval on all recovery actions; SOX control sign-off,intake,,
,AI-Assisted Manufacturing Process Risk Monitoring System,IT,CEO,HR Digital Team,askhr@intel.com,"Deploy an AI-assisted pilot and process change monitoring system that integrates PFMEA, qual plans, and real-time manufacturing data to detect and respond to process risks as they emerge. ",Working capital + service level,20-35% scrap/rework reduction,Procurement + AP,Yield/quality (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Delivered â€” live in production,"$12,000,000/yr",<5% of contracts covered,High manual effort; late detection,Integrated business planning suite,"QM inspection, MES process params, BigQuery",Available; external ingestion effort,Document AI; BigQuery; ERP connector,No,Cross-system reconciliation; medium complexity,Medium,Automated w/ exception review,FALSE,Yes,Medium,Low,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Multi-Agent Technical Meeting Preparation Assistant Platform,Foundry,CIO,Supply Chain Planning,askhr@intel.com,Multiple agents assisting an engineer to prepare for technical meetings and retrieve technical information on a process node ,Uptime + OEE,20-35% scrap/rework reduction,Procurement + AP,Enterprise self-service (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Statistical forecast in planning suite,"$6,000,000/yr",All production batches,High manual effort; reactive,CMMS + preventive schedules,"ERP POs/invoices, contract repository",Readily available & clean,Vertex AI Forecasting + BigQuery ML,No,Delivered on Document AI + reconciliation service,Medium,Automated w/ exception review,FALSE,Yes,Medium,Medium,Extend (scale smart),PII redaction layer verified before GA,intake,,
,Yield and Variation Tool Signal Intelligence,Client Computing,CEO,Supply Chain Planning,procurement@intel.com,Yield and Variation intelligence: Every tool signal traced to Yield ,Working capital + service level,60-70% helpdesk deflection,Maintenance + Ops,Supply-chain resilience (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Post-hoc inspection + manual RCA,"$7,500,000/yr",Fleet-wide equipment,High manual effort; reactive,HCM ticketing system,"HCM, policy docs, benefits KB",Available across systems,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,No (batch + API),Defect prediction + RCA models; high complexity,Medium,Automated w/ exception review,FALSE,Yes,Medium,Low,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,Databricks Genie Supply and Procurement Insights Assistant,Legal,COO,Quality Engineering,supplychain@intel.com,"Databricks Genie enabled AI assistants leverage supervisor agent to answer queries and generate insights around data-supply planning,demand planning, Order management and Procure to Pay",Employee experience + cost-to-serve,85% touchless match rate,"110,000 employees",Asset uptime (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Time-based preventive maintenance,"$12,000,000/yr","42,000 tickets/mo",High manual effort; late detection,Integrated business planning suite,"HCM, policy docs, benefits KB",Available; MES integration effort,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,Yes (batch + streaming),Defect prediction + RCA models; high complexity,Medium,Advisory,FALSE,Yes,High,Medium,Adopt (start simple),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
